EBF8ED7C-0DD1-4787-84F1-F48D537DCACF,DriverHealthManagerDxe
D6A2CB7F-6A18-4E2F-B43B-9920A733700A,DxeCore
F099D67F-71AE-4C36-B2A3-DCEB0EB2B7D8,WatchdogTimer
E660EA85-058E-4B55-A54B-F02F83A24707,DisplayEngine
1A1E4886-9517-440E-9FDE-3BE44CEE2136,CpuDxe
F12F698A-E506-4A1B-B32E-6920E55DA1C4,TpmMmioSevDecryptPei
FA20568B-548B-4B2B-81EF-1BA08D4A3CEC,BootScriptExecutorDxe
8AD3148F-945F-46B4-8ACD-71469EA73945,Tcg2ConfigPei
34C8C28F-B61C-45A2-8F2E-89E46BECC63B,PeiVariable
B7F50E91-A759-412C-ADE4-DCD03E7F7C28,XhciDxe
529D3F93-E8E9-4E73-B1E1-BDF6A9D50113,ArpDxe
86CDDF93-4872-4597-8AF9-A35AE4D3725F,IScsiDxe
D6099B94-CD97-4CC5-8714-7F6312701A8A,VirtioGpuDxe
DCE1B094-7DC6-45D0-9FDD-D7FC3CC3E4EF,QemuRamfbDxe
52FE8196-F9DE-4D07-B22F-51F77A0E7C41,LocalApicTimerDxe
99F03B99-98D8-49DD-A8D3-3219D0FFE41E,Mtftp6Dxe
51CCF399-4FDF-4E55-A45B-E123F84D456A,ConPlatformDxe
95E3669D-34BE-4775-A651-7EA41B69D89E,Dhcp6Dxe
EDADEB9D-DDBA-48BD-9D22-C1C169C8C5C6,CpuMpPei
1FA1F39E-FEFF-4AAE-BD7B-38A070A3B609,PartitionDxe
2BE1E4A6-6505-43B3-9FFC-A3C8330E0432,TcgPei
9FB4B4A7-42C0-4BCD-8540-9BCC6711F83E,UsbMassStorageDxe
2E7DB7A7-608E-4041-B45F-00359E0766C6,FvbServicesSmm
864E1CA8-85EB-4D63-9DCC-6E0FC90FFD55,SioBusDxe
6D6963AB-906D-4A65-A7CA-BD40E5D6AF2B,Udp4Dxe
905F13B0-8F91-4B0A-BD76-E1E78F9422E4,UdfDxe
89E549B0-7CFE-449D-9BA3-10D8B2312D71,S3Resume2Pei
23A089B3-EED5-4AC5-B2AB-43E3298C2343,VariableSmm
5E523CB4-D397-4986-87BD-A6DD8B22F455,AtaAtapiPassThruDxe
6C0E75B4-B0B9-44D1-8210-3377D7B4E066,SmmAccessPei
6B38F7B4-AD98-40E9-9093-ACA2B5A253C4,DiskIoDxe
CD3BAFB6-50FB-4FE8-8E4E-AB74D2C1A600,EnglishDxe
240612B7-A063-11D4-9A3A-0090273FC14D,UsbBusDxe
DC3641B8-2FA8-4ED3-BC1F-F9962A03454B,Mtftp4Dxe
820C59BB-274C-43B2-83EA-DAC673035A59,SataController
BDCE85BB-FBAA-4F4E-9264-501A2C249581,S3SaveStateDxe
D912C7BC-F098-4367-92BA-E911083C7B0E,Udp6Dxe
3ACEB0C0-3C72-11E4-9A56-74D435052646,TlsDxe
280251C4-1D09-4035-9062-839ACB5F18C1,CpuMpPei
F6697AC4-A776-4EE1-B643-1FEFF2B615BB,IncompatiblePciDeviceSupportDxe
0167CCC4-D0F7-4F21-A3EF-9E64B7CDCE8B,ScsiBus
B601F8C4-43B7-4784-95B1-F4226CB40CEE,RuntimeDxe
6490F1C5-EBCC-4665-8892-0075B9BB49B7,CpuDxe
025BBFC7-E6A9-4B8B-82AD-6815A1AEAF4A,MnpDxe
4B28E4C7-FF36-4E10-93CF-A82159E777C5,ResetSystemRuntimeDxe
806040CA-DAD9-4978-A3B4-2D2AB0C8A48F,QemuKernelLoaderFsDxe
1206F7CA-A475-4624-A83E-E6FC9BB38E49,SmmControl2Dxe
5BEDB5CC-D830-4EB2-8742-2D4CC9B54F2C,Ip6Dxe
E94F54CD-81EB-47ED-AEC3-856F5DC157A9,PiSmmCore
9B680FCE-AD6B-4F3A-B60B-F59899003443,DevicePathDxe
2D2E62CF-9ECF-43B7-8219-94E7FC713DFE,UsbKbDxe
13AC6DD0-73D0-11D4-B06B-00AA00BD6DE7,EbcDxe
5CAB08D5-AD8F-4D8B-B828-D17A8D9FE977,Tcg2PlatformDxe
A47EE2D8-F60E-42FD-8E58-7BD65EE4C29B,CpuIo2Smm
D93CE3D8-A7EB-4730-8C8E-CC466A9ECC3C,ReportStatusCodeRouterRuntimeDxe
B95E9FDA-26DE-48D2-8807-1F9107AC5E3A,UefiPxeBcDxe
2FA2A6DA-11D5-4DC3-999A-749648B03C56,PiSmmIpl
9F7DCADE-11EA-448A-A46F-76E003657DD1,VariableSmmRuntimeDxe
D9DCC5DF-4007-435E-9098-8970935504B2,PlatformDxe
FC510EE7-FFDC-11D4-BD41-0080C73C8881,DXE apriori file
A19B1FE7-C1BC-49F8-875F-54A5D542443F,CpuIo2Dxe
F80697E9-7FD6-4665-8646-88E33EF71DFC,SecurityStubDxe
A2F436EA-A127-4EF8-957C-8048606FF670,SnpDxe
408EDCEC-CF6D-477C-A5A8-B4844E3DE281,ConSplitterDxe
F74D20EE-37E7-48FC-97F7-9B1047749C69,LogoDxe
6C2004EF-4E0E-4BE4-B14C-340EB4AA5891,StatusCodeHandlerRuntimeDxe
4D9CBEF0-15A0-4D0C-83DB-5213E710C23F,Tcg2ConfigDxe
9FB1A1F3-3B71-4324-B39A-745CBB015FFF,Ip4Dxe
28A03FF4-12B3-4305-A417-BB1A4F94081E,RamDiskDxe
5BE3BDF4-53CF-46A3-A6A9-73C34A6E5EE3,NvmExpressDxe
FAB5D4F4-83C0-4AAF-8480-442D11DF6CEA,VirtioScsiDxe
A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,PiSmmCpuDxeSmm
DF1CCEF6-F301-4A63-9661-FC6030DCC880,SecMain
11A6EDF6-A9BE-426D-A6CC-B22FE51D9224,PciHotPlugInitDxe
7BD9DDF7-8B83-488E-AEC9-24C78610289C,VirtioFsDxe
2FB92EFA-2EE0-4BAE-9EB6-7464125E1EF7,UhciDxe
11D92DFB-3CA9-4F93-BA2E-4780ED3E03B5,VirtioBlkDxe
229B7EFD-DA02-46B9-93F4-E20C009F94E9,CpuS3DataDxe
EBF342FE-B1D3-4EF8-957C-8048606FF671,SetupBrowser
961578FE-B6B7-44C3-AF35-6BC705CD2B1F,Fat
